id,no,pos,name,dob,caps,goals,club,clubNat,clubWiki,captain,wiki,wcApps,wcGoals,wcYellow,wcRed,team_code,team_flag,team_wiki,coach,name_norm
ali-abdi,2,DF,Ali Abdi,1993-12-20,46,7,Nice,FRA,https://en.wikipedia.org/wiki/OGC_Nice,False,https://en.wikipedia.org/wiki/Ali_Abdi_(footballer),3,0,0,0,TUN,🇹🇳,https://en.wikipedia.org/wiki/Tunisia_national_football_team,Sabri Lamouchi  /  Hervé Renard,ali abdi
montassar-talbi,3,DF,Montassar Talbi,1998-05-26,64,4,Lorient,FRA,https://en.wikipedia.org/wiki/FC_Lorient,False,https://en.wikipedia.org/wiki/Montassar_Talbi,3,0,0,0,TUN,🇹🇳,https://en.wikipedia.org/wiki/Tunisia_national_football_team,Sabri Lamouchi  /  Hervé Renard,montassar talbi
omar-rekik,4,DF,Omar Rekik,2001-12-20,6,0,Maribor,SVN,https://en.wikipedia.org/wiki/NK_Maribor,False,https://en.wikipedia.org/wiki/Omar_Rekik,2,1,0,0,TUN,🇹🇳,https://en.wikipedia.org/wiki/Tunisia_national_football_team,Sabri Lamouchi  /  Hervé Renard,omar rekik
adem-arous,5,DF,Adem Arous,2004-07-17,2,0,Kasımpaşa,TUR,https://en.wikipedia.org/wiki/Kas%C4%B1mpa%C5%9Fa_S.K.,False,https://en.wikipedia.org/wiki/Adem_Arous,0,0,0,0,TUN,🇹🇳,https://en.wikipedia.org/wiki/Tunisia_national_football_team,Sabri Lamouchi  /  Hervé Renard,adem arous
dylan-bronn,6,DF,Dylan Bronn,1995-06-19,52,2,Servette,SUI,https://en.wikipedia.org/wiki/Servette_FC,False,https://en.wikipedia.org/wiki/Dylan_Bronn,1,0,0,0,TUN,🇹🇳,https://en.wikipedia.org/wiki/Tunisia_national_football_team,Sabri Lamouchi  /  Hervé Renard,dylan bronn
mortadha-ben-ouanes,12,DF,Mortadha Ben Ouanes,1994-07-02,18,0,Kasımpaşa,TUR,https://en.wikipedia.org/wiki/Kas%C4%B1mpa%C5%9Fa_S.K.,False,https://en.wikipedia.org/wiki/Mortadha_Ben_Ouanes,1,0,0,0,TUN,🇹🇳,https://en.wikipedia.org/wiki/Tunisia_national_football_team,Sabri Lamouchi  /  Hervé Renard,mortadha ben ouanes
yan-valery,20,DF,Yan Valery,1999-02-22,22,0,Young Boys,SUI,https://en.wikipedia.org/wiki/BSC_Young_Boys,False,https://en.wikipedia.org/wiki/Yan_Valery,3,0,0,0,TUN,🇹🇳,https://en.wikipedia.org/wiki/Tunisia_national_football_team,Sabri Lamouchi  /  Hervé Renard,yan valery
mohamed-amine-ben-hamida,21,DF,Mohamed Amine Ben Hamida,1995-12-15,13,0,Espérance de Tunis,TUN,https://en.wikipedia.org/wiki/Esp%C3%A9rance_Sportive_de_Tunis,False,https://en.wikipedia.org/wiki/Mohamed_Amine_Ben_Hamida,3,0,0,0,TUN,🇹🇳,https://en.wikipedia.org/wiki/Tunisia_national_football_team,Sabri Lamouchi  /  Hervé Renard,mohamed amine ben hamida
moutaz-neffati,23,DF,Moutaz Neffati,2004-09-04,5,0,IFK Norrköping,SWE,https://en.wikipedia.org/wiki/IFK_Norrk%C3%B6ping,False,https://en.wikipedia.org/wiki/Moutaz_Neffati,0,0,0,0,TUN,🇹🇳,https://en.wikipedia.org/wiki/Tunisia_national_football_team,Sabri Lamouchi  /  Hervé Renard,moutaz neffati
raed-chikhaoui,24,DF,Raed Chikhaoui,2004-06-09,0,0,US Monastir,TUN,https://en.wikipedia.org/wiki/US_Monastir_(football),False,https://en.wikipedia.org/wiki/Raed_Chikhaoui,0,0,0,0,TUN,🇹🇳,https://en.wikipedia.org/wiki/Tunisia_national_football_team,Sabri Lamouchi  /  Hervé Renard,raed chikhaoui
hannibal-mejbri,10,MF,Hannibal Mejbri,2003-01-21,45,1,Burnley,ENG,https://en.wikipedia.org/wiki/Burnley_F.C.,False,https://en.wikipedia.org/wiki/Hannibal_Mejbri,3,0,0,0,TUN,🇹🇳,https://en.wikipedia.org/wiki/Tunisia_national_football_team,Sabri Lamouchi  /  Hervé Renard,hannibal mejbri
ismael-gharbi,11,MF,Ismaël Gharbi,2004-04-10,17,2,FC Augsburg,GER,https://en.wikipedia.org/wiki/FC_Augsburg,False,https://en.wikipedia.org/wiki/Isma%C3%ABl_Gharbi,3,0,0,0,TUN,🇹🇳,https://en.wikipedia.org/wiki/Tunisia_national_football_team,Sabri Lamouchi  /  Hervé Renard,ismael gharbi
rani-khedira,13,MF,Rani Khedira,1994-01-27,3,0,Union Berlin,GER,https://en.wikipedia.org/wiki/1._FC_Union_Berlin,False,https://en.wikipedia.org/wiki/Rani_Khedira,3,0,1,0,TUN,🇹🇳,https://en.wikipedia.org/wiki/Tunisia_national_football_team,Sabri Lamouchi  /  Hervé Renard,rani khedira
khalil-ayari,14,MF,Khalil Ayari,2005-02-02,4,0,Paris Saint-Germain,FRA,https://en.wikipedia.org/wiki/Paris_Saint-Germain_FC,False,https://en.wikipedia.org/wiki/Khalil_Ayari,0,0,0,0,TUN,🇹🇳,https://en.wikipedia.org/wiki/Tunisia_national_football_team,Sabri Lamouchi  /  Hervé Renard,khalil ayari
hadj-mahmoud,15,MF,Hadj Mahmoud,2000-04-24,9,0,Lugano,SUI,https://en.wikipedia.org/wiki/FC_Lugano,False,https://en.wikipedia.org/wiki/Hadj_Mahmoud,2,0,0,0,TUN,🇹🇳,https://en.wikipedia.org/wiki/Tunisia_national_football_team,Sabri Lamouchi  /  Hervé Renard,hadj mahmoud
ellyes-skhiri,17,MF,Ellyes Skhiri,1995-05-10,83,4,Eintracht Frankfurt,GER,https://en.wikipedia.org/wiki/Eintracht_Frankfurt,False,https://en.wikipedia.org/wiki/Ellyes_Skhiri,3,0,0,0,TUN,🇹🇳,https://en.wikipedia.org/wiki/Tunisia_national_football_team,Sabri Lamouchi  /  Hervé Renard,ellyes skhiri
anis-ben-slimane,25,MF,Anis Ben Slimane,2001-03-16,41,4,Norwich City,ENG,https://en.wikipedia.org/wiki/Norwich_City_F.C.,False,https://en.wikipedia.org/wiki/Anis_Ben_Slimane,3,0,0,0,TUN,🇹🇳,https://en.wikipedia.org/wiki/Tunisia_national_football_team,Sabri Lamouchi  /  Hervé Renard,anis ben slimane
sebastian-tounekti,26,MF,Sebastian Tounekti,2002-07-13,12,1,Celtic,SCO,https://en.wikipedia.org/wiki/Celtic_F.C.,False,https://en.wikipedia.org/wiki/Sebastian_Tounekti,3,0,0,0,TUN,🇹🇳,https://en.wikipedia.org/wiki/Tunisia_national_football_team,Sabri Lamouchi  /  Hervé Renard,sebastian tounekti
elias-achouri,7,FW,Elias Achouri,1999-02-10,30,4,Copenhagen,DEN,https://en.wikipedia.org/wiki/F.C._Copenhagen,False,https://en.wikipedia.org/wiki/Elias_Achouri,3,0,0,0,TUN,🇹🇳,https://en.wikipedia.org/wiki/Tunisia_national_football_team,Sabri Lamouchi  /  Hervé Renard,elias achouri
elias-saad,8,FW,Elias Saad,1999-12-27,15,4,Hannover 96,GER,https://en.wikipedia.org/wiki/Hannover_96,False,https://en.wikipedia.org/wiki/Elias_Saad,2,0,0,0,TUN,🇹🇳,https://en.wikipedia.org/wiki/Tunisia_national_football_team,Sabri Lamouchi  /  Hervé Renard,elias saad
hazem-mastouri,9,FW,Hazem Mastouri,1997-06-18,19,4,Dynamo Makhachkala,RUS,https://en.wikipedia.org/wiki/FC_Dynamo_Makhachkala,False,https://en.wikipedia.org/wiki/Hazem_Mastouri,1,1,0,0,TUN,🇹🇳,https://en.wikipedia.org/wiki/Tunisia_national_football_team,Sabri Lamouchi  /  Hervé Renard,hazem mastouri
rayan-elloumi,18,FW,Rayan Elloumi,2007-09-17,4,0,Vancouver Whitecaps FC,CAN,https://en.wikipedia.org/wiki/Vancouver_Whitecaps_FC,False,https://en.wikipedia.org/wiki/Rayan_Elloumi,0,0,0,0,TUN,🇹🇳,https://en.wikipedia.org/wiki/Tunisia_national_football_team,Sabri Lamouchi  /  Hervé Renard,rayan elloumi
firas-chaouat,19,FW,Firas Chaouat,1996-05-08,30,6,Club Africain,TUN,https://en.wikipedia.org/wiki/Club_Africain,False,https://en.wikipedia.org/wiki/Firas_Chaouat,3,0,0,0,TUN,🇹🇳,https://en.wikipedia.org/wiki/Tunisia_national_football_team,Sabri Lamouchi  /  Hervé Renard,firas chaouat
thibaut-courtois,1,GK,Thibaut Courtois,1992-05-11,109,0,Real Madrid,ESP,https://en.wikipedia.org/wiki/Real_Madrid_CF,False,https://en.wikipedia.org/wiki/Thibaut_Courtois,2,0,0,0,BEL,🇧🇪,https://en.wikipedia.org/wiki/Belgium_national_football_team,Rudi Garcia,thibaut courtois
senne-lammens,12,GK,Senne Lammens,2002-07-07,2,0,Manchester United,ENG,https://en.wikipedia.org/wiki/Manchester_United_F.C.,False,https://en.wikipedia.org/wiki/Senne_Lammens,0,0,0,0,BEL,🇧🇪,https://en.wikipedia.org/wiki/Belgium_national_football_team,Rudi Garcia,senne lammens
mike-penders,13,GK,Mike Penders,2005-07-31,0,0,Strasbourg,FRA,https://en.wikipedia.org/wiki/RC_Strasbourg_Alsace,False,https://en.wikipedia.org/wiki/Mike_Penders,0,0,0,0,BEL,🇧🇪,https://en.wikipedia.org/wiki/Belgium_national_football_team,Rudi Garcia,mike penders
zeno-debast,2,DF,Zeno Debast,2003-10-24,26,1,Sporting CP,POR,https://en.wikipedia.org/wiki/Sporting_CP,False,https://en.wikipedia.org/wiki/Zeno_Debast,0,0,0,0,BEL,🇧🇪,https://en.wikipedia.org/wiki/Belgium_national_football_team,Rudi Garcia,zeno debast
arthur-theate,3,DF,Arthur Theate,2000-05-25,33,1,Eintracht Frankfurt,GER,https://en.wikipedia.org/wiki/Eintracht_Frankfurt,False,https://en.wikipedia.org/wiki/Arthur_Theate,1,0,0,0,BEL,🇧🇪,https://en.wikipedia.org/wiki/Belgium_national_football_team,Rudi Garcia,arthur theate
brandon-mechele,4,DF,Brandon Mechele,1993-01-28,9,1,Club Brugge,BEL,https://en.wikipedia.org/wiki/Club_Brugge_KV,False,https://en.wikipedia.org/wiki/Brandon_Mechele,2,0,0,0,BEL,🇧🇪,https://en.wikipedia.org/wiki/Belgium_national_football_team,Rudi Garcia,brandon mechele
maxim-de-cuyper,5,DF,Maxim De Cuyper,2000-12-22,19,4,Brighton & Hove Albion,ENG,https://en.wikipedia.org/wiki/Brighton_%26_Hove_Albion_F.C.,False,https://en.wikipedia.org/wiki/Maxim_De_Cuyper,2,0,1,0,BEL,🇧🇪,https://en.wikipedia.org/wiki/Belgium_national_football_team,Rudi Garcia,maxim de cuyper
thomas-meunier,15,DF,Thomas Meunier,1991-09-12,80,10,Lille,FRA,https://en.wikipedia.org/wiki/Lille_OSC,False,https://en.wikipedia.org/wiki/Thomas_Meunier,2,0,0,0,BEL,🇧🇪,https://en.wikipedia.org/wiki/Belgium_national_football_team,Rudi Garcia,thomas meunier
koni-de-winter,16,DF,Koni De Winter,2002-06-12,8,0,Milan,ITA,https://en.wikipedia.org/wiki/AC_Milan,False,https://en.wikipedia.org/wiki/Koni_De_Winter,0,0,0,0,BEL,🇧🇪,https://en.wikipedia.org/wiki/Belgium_national_football_team,Rudi Garcia,koni de winter
joaquin-seys,18,DF,Joaquin Seys,2005-03-28,5,0,Club Brugge,BEL,https://en.wikipedia.org/wiki/Club_Brugge_KV,False,https://en.wikipedia.org/wiki/Joaquin_Seys,0,0,0,0,BEL,🇧🇪,https://en.wikipedia.org/wiki/Belgium_national_football_team,Rudi Garcia,joaquin seys
timothy-castagne,21,DF,Timothy Castagne,1995-12-05,63,2,Fulham,ENG,https://en.wikipedia.org/wiki/Fulham_F.C.,False,https://en.wikipedia.org/wiki/Timothy_Castagne,2,0,1,0,BEL,🇧🇪,https://en.wikipedia.org/wiki/Belgium_national_football_team,Rudi Garcia,timothy castagne
nathan-ngoy,25,DF,Nathan Ngoy,2003-06-10,4,0,Lille,FRA,https://en.wikipedia.org/wiki/Lille_OSC,False,https://en.wikipedia.org/wiki/Nathan_Ngoy,2,0,0,1,BEL,🇧🇪,https://en.wikipedia.org/wiki/Belgium_national_football_team,Rudi Garcia,nathan ngoy
axel-witsel,6,MF,Axel Witsel,1989-01-12,138,12,Girona,ESP,https://en.wikipedia.org/wiki/Girona_FC,False,https://en.wikipedia.org/wiki/Axel_Witsel,0,0,0,0,BEL,🇧🇪,https://en.wikipedia.org/wiki/Belgium_national_football_team,Rudi Garcia,axel witsel
kevin-de-bruyne,7,MF,Kevin De Bruyne,1991-06-28,119,37,Napoli,ITA,https://en.wikipedia.org/wiki/SSC_Napoli,False,https://en.wikipedia.org/wiki/Kevin_De_Bruyne,2,0,0,0,BEL,🇧🇪,https://en.wikipedia.org/wiki/Belgium_national_football_team,Rudi Garcia,kevin de bruyne
youri-tielemans,8,MF,Youri Tielemans,1997-05-07,85,13,Aston Villa,ENG,https://en.wikipedia.org/wiki/Aston_Villa_F.C.,False,https://en.wikipedia.org/wiki/Youri_Tielemans,2,0,0,0,BEL,🇧🇪,https://en.wikipedia.org/wiki/Belgium_national_football_team,Rudi Garcia,youri tielemans
diego-moreira,19,MF,Diego Moreira,2004-08-06,3,0,Strasbourg,FRA,https://en.wikipedia.org/wiki/RC_Strasbourg_Alsace,False,https://en.wikipedia.org/wiki/Diego_Moreira,0,0,0,0,BEL,🇧🇪,https://en.wikipedia.org/wiki/Belgium_national_football_team,Rudi Garcia,diego moreira
hans-vanaken,20,MF,Hans Vanaken,1992-08-24,34,7,Club Brugge,BEL,https://en.wikipedia.org/wiki/Club_Brugge_KV,False,https://en.wikipedia.org/wiki/Hans_Vanaken,2,0,0,0,BEL,🇧🇪,https://en.wikipedia.org/wiki/Belgium_national_football_team,Rudi Garcia,hans vanaken
alexis-saelemaekers,22,MF,Alexis Saelemaekers,1999-06-27,24,2,Milan,ITA,https://en.wikipedia.org/wiki/AC_Milan,False,https://en.wikipedia.org/wiki/Alexis_Saelemaekers,1,0,0,0,BEL,🇧🇪,https://en.wikipedia.org/wiki/Belgium_national_football_team,Rudi Garcia,alexis saelemaekers
nicolas-raskin,23,MF,Nicolas Raskin,2001-02-23,13,2,Rangers,SCO,https://en.wikipedia.org/wiki/Rangers_F.C.,False,https://en.wikipedia.org/wiki/Nicolas_Raskin,2,0,0,0,BEL,🇧🇪,https://en.wikipedia.org/wiki/Belgium_national_football_team,Rudi Garcia,nicolas raskin
amadou-onana,24,MF,Amadou Onana,2001-08-16,29,1,Aston Villa,ENG,https://en.wikipedia.org/wiki/Aston_Villa_F.C.,False,https://en.wikipedia.org/wiki/Amadou_Onana,1,0,0,0,BEL,🇧🇪,https://en.wikipedia.org/wiki/Belgium_national_football_team,Rudi Garcia,amadou onana
romelu-lukaku,9,FW,Romelu Lukaku,1993-05-13,126,90,Napoli,ITA,https://en.wikipedia.org/wiki/SSC_Napoli,False,https://en.wikipedia.org/wiki/Romelu_Lukaku,2,0,1,0,BEL,🇧🇪,https://en.wikipedia.org/wiki/Belgium_national_football_team,Rudi Garcia,romelu lukaku
leandro-trossard,10,FW,Leandro Trossard,1994-12-04,51,12,Arsenal,ENG,https://en.wikipedia.org/wiki/Arsenal_F.C.,False,https://en.wikipedia.org/wiki/Leandro_Trossard,2,0,0,0,BEL,🇧🇪,https://en.wikipedia.org/wiki/Belgium_national_football_team,Rudi Garcia,leandro trossard
jeremy-doku,11,FW,Jérémy Doku,2002-05-27,43,7,Manchester City,ENG,https://en.wikipedia.org/wiki/Manchester_City_F.C.,False,https://en.wikipedia.org/wiki/J%C3%A9r%C3%A9my_Doku,1,0,0,0,BEL,🇧🇪,https://en.wikipedia.org/wiki/Belgium_national_football_team,Rudi Garcia,jeremy doku
dodi-lukebakio,14,FW,Dodi Lukébakio,1997-09-24,30,6,Benfica,POR,https://en.wikipedia.org/wiki/S.L._Benfica,False,https://en.wikipedia.org/wiki/Dodi_Luk%C3%A9bakio,1,0,0,0,BEL,🇧🇪,https://en.wikipedia.org/wiki/Belgium_national_football_team,Rudi Garcia,dodi lukebakio
charles-de-ketelaere,17,FW,Charles De Ketelaere,2001-03-10,30,6,Atalanta,ITA,https://en.wikipedia.org/wiki/Atalanta_BC,False,https://en.wikipedia.org/wiki/Charles_De_Ketelaere,1,0,0,0,BEL,🇧🇪,https://en.wikipedia.org/wiki/Belgium_national_football_team,Rudi Garcia,charles de ketelaere
matias-fernandez-pardo,26,FW,Matias Fernandez-Pardo,2005-02-03,2,0,Lille,FRA,https://en.wikipedia.org/wiki/Lille_OSC,False,https://en.wikipedia.org/wiki/Matias_Fernandez-Pardo,2,0,0,0,BEL,🇧🇪,https://en.wikipedia.org/wiki/Belgium_national_football_team,Rudi Garcia,matias fernandez pardo
mohamed-el-shenawy,1,GK,Mohamed El Shenawy,1988-12-18,76,0,Al Ahly,EGY,https://en.wikipedia.org/wiki/Al_Ahly_SC,False,https://en.wikipedia.org/wiki/Mohamed_El_Shenawy,0,0,0,0,EGY,🇪🇬,https://en.wikipedia.org/wiki/Egypt_national_football_team,Hossam Hassan,mohamed el shenawy
el-mahdy-soliman,16,GK,El Mahdy Soliman,1987-06-08,0,0,Zamalek,EGY,https://en.wikipedia.org/wiki/Zamalek_SC,False,https://en.wikipedia.org/wiki/El_Mahdy_Soliman,0,0,0,0,EGY,🇪🇬,https://en.wikipedia.org/wiki/Egypt_national_football_team,Hossam Hassan,el mahdy soliman
mostafa-shobeir,23,GK,Mostafa Shobeir,2000-05-15,9,0,Al Ahly,EGY,https://en.wikipedia.org/wiki/Al_Ahly_SC,False,https://en.wikipedia.org/wiki/Mostafa_Shobeir,2,0,0,0,EGY,🇪🇬,https://en.wikipedia.org/wiki/Egypt_national_football_team,Hossam Hassan,mostafa shobeir
mohamed-alaa,26,GK,Mohamed Alaa,1999-01-01,0,0,El Gouna,EGY,https://en.wikipedia.org/wiki/El_Gouna_FC,False,https://en.wikipedia.org/wiki/Mohamed_Alaa,0,0,0,0,EGY,🇪🇬,https://en.wikipedia.org/wiki/Egypt_national_football_team,Hossam Hassan,mohamed alaa
yasser-ibrahim,2,DF,Yasser Ibrahim,1993-02-10,17,1,Al Ahly,EGY,https://en.wikipedia.org/wiki/Al_Ahly_SC,False,https://en.wikipedia.org/wiki/Yasser_Ibrahim,2,0,0,0,EGY,🇪🇬,https://en.wikipedia.org/wiki/Egypt_national_football_team,Hossam Hassan,yasser ibrahim
mohamed-hany,3,DF,Mohamed Hany,1996-02-02,42,0,Al Ahly,EGY,https://en.wikipedia.org/wiki/Al_Ahly_SC,False,https://en.wikipedia.org/wiki/Mohamed_Hany,2,0,0,0,EGY,🇪🇬,https://en.wikipedia.org/wiki/Egypt_national_football_team,Hossam Hassan,mohamed hany
hossam-abdelmaguid,4,DF,Hossam Abdelmaguid,2001-04-30,13,0,Zamalek,EGY,https://en.wikipedia.org/wiki/Zamalek_SC,False,https://en.wikipedia.org/wiki/Hossam_Abdelmaguid,1,0,0,0,EGY,🇪🇬,https://en.wikipedia.org/wiki/Egypt_national_football_team,Hossam Hassan,hossam abdelmaguid
ramy-rabia,5,DF,Ramy Rabia,1993-05-20,44,5,Al Ain,UAE,https://en.wikipedia.org/wiki/Al_Ain_FC,False,https://en.wikipedia.org/wiki/Ramy_Rabia,2,0,0,0,EGY,🇪🇬,https://en.wikipedia.org/wiki/Egypt_national_football_team,Hossam Hassan,ramy rabia
mohamed-abdelmonem,6,DF,Mohamed Abdelmonem,1999-02-01,36,3,Nice,FRA,https://en.wikipedia.org/wiki/OGC_Nice,False,https://en.wikipedia.org/wiki/Mohamed_Abdelmonem,1,0,0,0,EGY,🇪🇬,https://en.wikipedia.org/wiki/Egypt_national_football_team,Hossam Hassan,mohamed abdelmonem
ahmed-fatouh,13,DF,Ahmed Fatouh,1998-03-22,39,1,Zamalek,EGY,https://en.wikipedia.org/wiki/Zamalek_SC,False,https://en.wikipedia.org/wiki/Ahmed_Fatouh,2,0,1,0,EGY,🇪🇬,https://en.wikipedia.org/wiki/Egypt_national_football_team,Hossam Hassan,ahmed fatouh
karim-hafez,15,DF,Karim Hafez,1996-03-12,9,0,Pyramids,EGY,https://en.wikipedia.org/wiki/Pyramids_FC,False,https://en.wikipedia.org/wiki/Karim_Hafez,1,0,0,0,EGY,🇪🇬,https://en.wikipedia.org/wiki/Egypt_national_football_team,Hossam Hassan,karim hafez
tarek-alaa,24,DF,Tarek Alaa,2002-01-05,3,0,ZED,EGY,https://en.wikipedia.org/wiki/ZED_FC,False,https://en.wikipedia.org/wiki/Tarek_Alaa_(footballer%2C_born_2002),0,0,0,0,EGY,🇪🇬,https://en.wikipedia.org/wiki/Egypt_national_football_team,Hossam Hassan,tarek alaa
emam-ashour,8,MF,Emam Ashour,1998-02-20,29,0,Al Ahly,EGY,https://en.wikipedia.org/wiki/Al_Ahly_SC,False,https://en.wikipedia.org/wiki/Emam_Ashour,2,1,0,0,EGY,🇪🇬,https://en.wikipedia.org/wiki/Egypt_national_football_team,Hossam Hassan,emam ashour
mostafa-ziko,11,MF,Mostafa Ziko,1997-04-27,2,2,Pyramids,EGY,https://en.wikipedia.org/wiki/Pyramids_FC,False,https://en.wikipedia.org/wiki/Mostafa_Ziko,2,1,0,0,EGY,🇪🇬,https://en.wikipedia.org/wiki/Egypt_national_football_team,Hossam Hassan,mostafa ziko
hamdy-fathy,14,MF,Hamdy Fathy,1994-09-29,63,3,Al-Wakrah,QAT,https://en.wikipedia.org/wiki/Al-Wakrah_SC,False,https://en.wikipedia.org/wiki/Hamdy_Fathy,2,0,0,0,EGY,🇪🇬,https://en.wikipedia.org/wiki/Egypt_national_football_team,Hossam Hassan,hamdy fathy
mohanad-lasheen,17,MF,Mohanad Lasheen,1996-05-29,23,0,Pyramids,EGY,https://en.wikipedia.org/wiki/Pyramids_FC,False,https://en.wikipedia.org/wiki/Mohanad_Lasheen,2,0,1,0,EGY,🇪🇬,https://en.wikipedia.org/wiki/Egypt_national_football_team,Hossam Hassan,mohanad lasheen
nabil-emad,18,MF,Nabil Emad,1996-04-06,12,0,Al-Najma,KSA,https://en.wikipedia.org/wiki/Al-Najma_SC_(Saudi_Arabia),False,https://en.wikipedia.org/wiki/Nabil_Emad,0,0,0,0,EGY,🇪🇬,https://en.wikipedia.org/wiki/Egypt_national_football_team,Hossam Hassan,nabil emad
marwan-attia,19,MF,Marwan Attia,1998-08-01,34,1,Al Ahly,EGY,https://en.wikipedia.org/wiki/Al_Ahly_SC,False,https://en.wikipedia.org/wiki/Marwan_Attia,2,0,1,0,EGY,🇪🇬,https://en.wikipedia.org/wiki/Egypt_national_football_team,Hossam Hassan,marwan attia
mahmoud-saber,21,MF,Mahmoud Saber,2001-07-30,15,1,ZED,EGY,https://en.wikipedia.org/wiki/ZED_FC,False,https://en.wikipedia.org/wiki/Mahmoud_Saber,0,0,0,0,EGY,🇪🇬,https://en.wikipedia.org/wiki/Egypt_national_football_team,Hossam Hassan,mahmoud saber
trezeguet,7,FW,Trézéguet,1994-10-01,96,23,Al Ahly,EGY,https://en.wikipedia.org/wiki/Al_Ahly_SC,False,https://en.wikipedia.org/wiki/Tr%C3%A9z%C3%A9guet_(Egyptian_footballer),1,1,0,0,EGY,🇪🇬,https://en.wikipedia.org/wiki/Egypt_national_football_team,Hossam Hassan,trezeguet
hamza-abdelkarim,9,FW,Hamza Abdelkarim,2008-01-01,2,0,Barcelona B,ESP,https://en.wikipedia.org/wiki/FC_Barcelona_Atl%C3%A8tic,False,https://en.wikipedia.org/wiki/Hamza_Abdelkarim,2,0,0,0,EGY,🇪🇬,https://en.wikipedia.org/wiki/Egypt_national_football_team,Hossam Hassan,hamza abdelkarim
mohamed-salah,10,FW,Mohamed Salah,1992-06-15,116,67,Liverpool,ENG,https://en.wikipedia.org/wiki/Liverpool_F.C.,False,https://en.wikipedia.org/wiki/Mohamed_Salah,2,1,0,0,EGY,🇪🇬,https://en.wikipedia.org/wiki/Egypt_national_football_team,Hossam Hassan,mohamed salah
haissem-hassan,12,FW,Haissem Hassan,2002-02-08,4,0,Oviedo,ESP,https://en.wikipedia.org/wiki/Real_Oviedo,False,https://en.wikipedia.org/wiki/Haissem_Hassan,0,0,0,0,EGY,🇪🇬,https://en.wikipedia.org/wiki/Egypt_national_football_team,Hossam Hassan,haissem hassan
ibrahim-adel,20,FW,Ibrahim Adel,2001-04-23,24,3,Nordsjælland,DEN,https://en.wikipedia.org/wiki/FC_Nordsj%C3%A6lland,False,https://en.wikipedia.org/wiki/Ibrahim_Adel,1,0,0,0,EGY,🇪🇬,https://en.wikipedia.org/wiki/Egypt_national_football_team,Hossam Hassan,ibrahim adel
omar-marmoush,22,FW,Omar Marmoush,1999-02-07,50,11,Manchester City,ENG,https://en.wikipedia.org/wiki/Manchester_City_F.C.,False,https://en.wikipedia.org/wiki/Omar_Marmoush,2,0,0,0,EGY,🇪🇬,https://en.wikipedia.org/wiki/Egypt_national_football_team,Hossam Hassan,omar marmoush
zizo,25,FW,Zizo,1996-01-10,63,5,Al Ahly,EGY,https://en.wikipedia.org/wiki/Al_Ahly_SC,False,https://en.wikipedia.org/wiki/Zizo_(footballer),2,0,0,0,EGY,🇪🇬,https://en.wikipedia.org/wiki/Egypt_national_football_team,Hossam Hassan,zizo
alireza-beiranvand,1,GK,Alireza Beiranvand,1992-09-21,86,0,Tractor,IRN,https://en.wikipedia.org/wiki/Tractor_S.C.,False,https://en.wikipedia.org/wiki/Alireza_Beiranvand,2,0,0,0,IRN,,https://en.wikipedia.org/wiki/Iran_national_football_team,Amir Ghalenoei,alireza beiranvand
payam-niazmand,12,GK,Payam Niazmand,1995-04-06,15,0,Persepolis,IRN,https://en.wikipedia.org/wiki/Persepolis_F.C.,False,https://en.wikipedia.org/wiki/Payam_Niazmand,0,0,0,0,IRN,,https://en.wikipedia.org/wiki/Iran_national_football_team,Amir Ghalenoei,payam niazmand
hossein-hosseini,22,GK,Hossein Hosseini,1992-06-30,13,0,Sepahan,IRN,https://en.wikipedia.org/wiki/Sepahan_S.C.,False,https://en.wikipedia.org/wiki/Hossein_Hosseini_(footballer%2C_born_1992),0,0,0,0,IRN,,https://en.wikipedia.org/wiki/Iran_national_football_team,Amir Ghalenoei,hossein hosseini
saleh-hardani,2,DF,Saleh Hardani,1998-12-26,18,1,Esteghlal,IRN,https://en.wikipedia.org/wiki/Esteghlal_F.C.,False,https://en.wikipedia.org/wiki/Saleh_Hardani,1,0,0,0,IRN,,https://en.wikipedia.org/wiki/Iran_national_football_team,Amir Ghalenoei,saleh hardani
ehsan-hajsafi,3,DF,Ehsan Hajsafi,1990-02-25,146,7,Sepahan,IRN,https://en.wikipedia.org/wiki/Sepahan_S.C.,False,https://en.wikipedia.org/wiki/Ehsan_Hajsafi,2,0,1,0,IRN,,https://en.wikipedia.org/wiki/Iran_national_football_team,Amir Ghalenoei,ehsan hajsafi
shojae-khalilzadeh,4,DF,Shojae Khalilzadeh,1989-05-14,58,2,Tractor,IRN,https://en.wikipedia.org/wiki/Tractor_S.C.,False,https://en.wikipedia.org/wiki/Shojae_Khalilzadeh,2,0,0,0,IRN,,https://en.wikipedia.org/wiki/Iran_national_football_team,Amir Ghalenoei,shojae khalilzadeh
milad-mohammadi,5,DF,Milad Mohammadi,1993-09-29,76,1,Persepolis,IRN,https://en.wikipedia.org/wiki/Persepolis_F.C.,False,https://en.wikipedia.org/wiki/Milad_Mohammadi,2,0,0,0,IRN,,https://en.wikipedia.org/wiki/Iran_national_football_team,Amir Ghalenoei,milad mohammadi
